,Date,StartupName,CityLocation,InvestorsName,InvestmentType,AmountInUSD
1018,21/10/2015,White Owl Brewery,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000"
1019,21/10/2015,MealHopper,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000"
1020,21/10/2015,Zenify.in,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000"
1021,23/10/2015,Medd,Mumbai,Group of Angel investors,Seed Funding,"150,000"
1022,23/10/2015,Leaping Caravan,Gurgaon,Group of Angel investors,Seed Funding,"150,000"
1023,23/10/2015,Frsh,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000"
1024,23/10/2015,Qik Stay,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000"
1025,26/10/2015,Parcelled,Bangalore,Delhivery,Private Equity,"5,000,000"
1026,26/10/2015,AlmaMapper,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000"
1027,26/10/2015,Flexing It,New Delhi,undisclosed private investors,Seed Funding,"500,000"
1028,26/10/2015,Netmeds.com,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000"
1029,26/10/2015,Razorpay,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000"
1030,27/10/2015,Happitoo,Mumbai,Unnamed investor,Seed Funding,"77,000"
1031,27/10/2015,Care24,Mumbai,India Quotient,Seed Funding,"350,000"
1032,27/10/2015,Roadrunnr,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000"
1033,28/10/2015,ORIGA Leasing,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000"
1034,28/10/2015,Smartivity.in,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000"
1035,29/10/2015,ZopHop,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000"
1036,30/10/2015,LiftO,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000"
1037,30/10/2015,TinyOwl,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000"
1038,30/10/2015,Toppr.com,Mumbai,InnoVen Capital,Private Equity,"2,000,000"
1039,30/10/2015,Kleeto,Gurgaon,GREX,Seed Funding,"230,000"
1040,30/10/2015,BeaconsTalk,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000"
1041,31/10/2015,Jugnoo,Chandigarh,Paytm,Private Equity,"10,000,000"
1042,01/09/2015,TOFlo,Mumbai,Tania Johny Palathinkal,Seed Funding,"100,000"
1043,01/09/2015,Stylecracker,Mumbai,Group of HNI investors,Private Equity,"1,000,000"
1044,01/09/2015,Luxuryhues,Gurgaon,Reliance Capital,Private Equity,"900,000"
1045,02/09/2015,Zivame,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"40,000,000"
1046,02/09/2015,Capillary Tech,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"45,000,000"
1047,03/09/2015,Jobspire,Bangalore,Purvi Capital,Seed Funding,"260,000"
1048,03/09/2015,Vistaar Finance,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,"40,000,000"
1049,04/09/2015,Clapsnslaps,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"150,000"
1050,04/09/2015,Blubox,Mumbai,Ashish Jhalani,Seed Funding,"100,000"
1051,04/09/2015,RoomCentral,Bangalore,Karanpal Singh,Seed Funding,"2,000,000"
1052,07/09/2015,YouthKiAwaaz,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"600,000"
1053,07/09/2015,Prozo,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"205,000"
1054,07/09/2015,Zomato,Gurgaon,"Temasek, Vy Capital",Private Equity,"60,000,000"
1055,07/09/2015,Sahayog Dairy,Bhopal,Acumen Fund,Private Equity,"1,800,000"
1056,08/09/2015,MockBank,Bangalore,Blume Ventures,Seed Funding,"400,000"
1057,10/09/2015,OnlineTyari,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"770,000"
1058,10/09/2015,IndustryBuying,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"9,200,000"
1059,10/09/2015,The/Nudge Foundation,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"315,000"
1060,11/09/2015,FitMeIn,New Delhi,Green House Ventures,Seed Funding,"100,000"
1061,12/09/2015,CredR,Mumbai,Eight Road Ventures,Private Equity,"15,000,000"
1062,14/09/2015,CanvasFlip,Hyderabad,Bessemer Venture Partners,Seed Funding,"1,200,000"
1063,14/09/2015,Shadowfax,Gurgaon,Eight Roads Ventures,Private Equity,"9,000,000"
1064,14/09/2015,UE Life Sciences,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"3,000,000"
1065,14/09/2015,Ola Cabs,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"225,000,000"
1066,15/09/2015,Coverfox,Mumbai,Cataraman Ventures,Private Equity,"2,000,000"
1067,15/09/2015,MoEngage,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"4,250,000"
1068,15/09/2015,Tea Trails,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"1,000,000"
1069,15/09/2015,Room on Call,Noida,Payal Syal,Seed Funding,"300,000"
1070,16/09/2015,ChaiPoint,Bangalore,Eight Roads Ventures,Private Equity,"10,000,000"
1071,16/09/2015,WedmeGood.com,Gurgaon,Indian Angel Network,Seed Funding,"410,000"
1072,16/09/2015,XSTOK,Mumbai,Oliphans Capital,Seed Funding,"450,000"
1073,17/09/2015,YepMe,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"75,000,000"
1074,17/09/2015,Bueno,Gurgaon,High Networth Individuals (No details),Seed Funding,"600,000"
1075,18/09/2015,Plabro,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"350,000"
1076,18/09/2015,CureJoy,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"1,150,000"
1077,18/09/2015,Briston Technomach,New Delhi,Undisclosed,Seed Funding,"150,000"
1078,18/09/2015,LabStreet,Gurgaon,Multiple investors,Seed Funding,"150,000"
1079,21/09/2015,Portea Medical,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"37,500,000"
1080,21/09/2015,Neotrade Analytics,Bangalore,Rainmatter,Seed Funding,"235,000"
1081,21/09/2015,LafaLafa,Mumbai,500 Startups,Seed Funding,"125,000"
1082,22/09/2015,Bestdealfinance,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"3,000,000"
1083,22/09/2015,Virtual Logic,Bangalore,Swarnim Multiventures,Private Equity,"800,000"
1084,22/09/2015,Furdo,Bangalore,Bhavdeep Reddy,Seed Funding,"400,000"
1085,22/09/2015,LogiNext,Mumbai,Paytm,Private Equity,"10,000,000"
1086,22/09/2015,Korra,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"300,000"
1087,23/09/2015,SilverPush,Gurgaon / SFO,M&S Partners,Private Equity,"1,200,000"
1088,23/09/2015,Juggernaut,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"2,250,000"
1089,23/09/2015,InnerChef,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"1,750,000"
1090,24/09/2015,Quintype,Bangalore,Raghav Bahl,Private Equity,"3,300,000"
1091,24/09/2015,Capabiliti,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"400,000"
1092,24/09/2015,Fourth Partner Energy,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"2,000,000"
1093,24/09/2015,Licious,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000"
1094,28/09/2015,Ola Cabs,Bangalore,Didi Kuaidi,Private Equity,"30,000,000"
1095,29/09/2015,Paytm,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"680,000,000"
1096,29/09/2015,Inmobi,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"100,000,000"
1097,29/09/2015,Peppertap,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000"
1098,29/09/2015,Zakoopi,New Delhi,Uniqorn Ventures,Seed Funding,"350,000"
1099,30/09/2015,Infoworks,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"5,000,000"
1100,30/09/2015,RedDoorz,Noida,Jungle Ventures,Seed Funding,"1,000,000"
1101,30/09/2015,Eywa Media,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"1,000,000"
1102,01/08/2015,Snapdeal,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"500,000,000"
1103,01/08/2015,Ressy,Pune,Mohandas Pai & others,Seed Funding,"400,000"
1104,03/08/2015,Connect India,New Delhi,Aavishkaar,Private Equity,"5,000,000"
1105,03/08/2015,Oyorooms,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,"100,000,000"
1106,03/08/2015,Wizrocket,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"9,600,000"
1107,04/08/2015,Pickingo,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"1,300,000"
1108,05/08/2015,Grex,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"650,000"
1109,05/08/2015,LetsTransport,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"1,300,000"
1110,05/08/2015,Zo Rooms,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000"
1111,05/08/2015,Doormint,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"3,000,000"
1112,05/08/2015,NightStay,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"500,000"
1113,05/08/2015,Sunday Realty Solutions,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"785,000"
1114,06/08/2015,Appvigil,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"500,000"
1115,06/08/2015,practo,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"90,000,000"
1116,06/08/2015,Ketto,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"700,000"
1117,06/08/2015,Ezetap,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000"
1118,07/08/2015,Carl’s Jr,Gurgaon,YouWeCan Ventures,Seed Funding,"630,000"
1119,07/08/2015,EasyRewardz,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"500,000"
1120,10/08/2015,MyTaxiIndia,Gurgaon,"Nihon Kotsu,",Private Equity,"500,000"
1121,10/08/2015,eSadar,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000"
1122,10/08/2015,MyPoolin,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"250,000"
1123,10/08/2015,NearBuy (previously  groupon India),New Delhi,Sequoia Capital,Private Equity,"16,000,000"
1124,10/08/2015,Inkmonk,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"250,000"
1125,10/08/2015,ToneTag,Bangalore,Reliance Capital Venture,Private Equity,"1,000,000"
1126,10/08/2015,Grey Orange,Gurgaon,Tiger Global Management,Private Equity,"30,000,000"
1127,11/08/2015,Livspace,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"8,000,000"
1128,11/08/2015,WOW! MOMO,Kolkata,Indian Angel Network,Seed Funding,"1,600,000"
1129,11/08/2015,RainCan,Pune,Ajeet Khurana & Others,Seed Funding,"100,000"
1130,11/08/2015,Allygrow Technologies,Mumbai,Zodius Technology Fund,Private Equity,"20,000,000"
1131,11/08/2015,Infogain,New Delhi / US,ChrysCapital,Private Equity,"63,000,000"
1132,12/08/2015,OneAssist,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"7,500,000"
1133,12/08/2015,BigBasket,Bangalore,Bessemer Venture Partners,Private Equity,"50,000,000"
1134,12/08/2015,Sheroes,Noida,"Quintillion Media, 500 Startups",Seed Funding,"770,000"
1135,12/08/2015,Scripbox,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"2,500,000"
1136,13/08/2015,betaout,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"500,000"
1137,13/08/2015,IFMR Holdings,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"25,000,000"
1138,13/08/2015,Agrostar,Pune,IDG Ventures,Private Equity,"4,000,000"
1139,14/08/2015,VoxWeb,Mumbai,Jitendra Gupta & others,Seed Funding,"100,000"
1140,14/08/2015,Trukky,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"245,000"
1141,17/08/2015,Edu4Share,New Delhi,Nalin Jain & other angel investors,Seed Funding,"220,000"
1142,17/08/2015,Sampurnearth,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"160,000"
1143,17/08/2015,ShadowFax,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"310,000"
1144,18/08/2015,Roposo,Gurgaon,Tiger Global,Private Equity,"15,000,000"
1145,18/08/2015,IntelligenceNODE,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"4,200,000"
1146,18/08/2015,HyperVerge,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"1,000,000"
1147,18/08/2015,Zoojoo.be,Bangalore,RoundGlass Partners,Private Equity,"1,000,000"
1148,19/08/2015,TimeSaverz,Mumbai,Unilazer Ventures,Private Equity,"2,400,000"
1149,19/08/2015,MebelKart,Bangalore,AskMe,Private Equity,"20,000,000"
1150,20/08/2015,LabsAdvisor,New Delhi,Group of Angel Investors,Seed Funding,"156,000"
1151,20/08/2015,Flatpebble,Hyderabad,Indian Angel Network,Seed Funding,"600,000"
1152,20/08/2015,Bluegape.com,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"600,000"
1153,21/08/2015,ePoise,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"500,000"
1154,24/08/2015,Jolly Food Fellow,Ahmedabad,The 1947,Seed Funding,"300,000"
1155,24/08/2015,BookMeIn,Mumbai,Ajmera Group of Companies,Seed Funding,"400,000"
1156,25/08/2015,Qyk App,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"1,000,000"
1157,25/08/2015,EazyDiner,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"3,000,000"
1158,25/08/2015,RevX,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"4,000,000"
1159,25/08/2015,ICustomMadeIt,Pune,Group of Angel Investors,Seed Funding,"250,000"
1160,26/08/2015,PickMyLaundry,New Delhi,GHV Accelerator,Seed Funding,"100,000"
1161,26/08/2015,Belita,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"400,000"
1162,26/08/2015,FoodTalkIndia,Gurgaon,Undisclosed Investor,Seed Funding,"500,000"
1163,28/08/2015,Vyomo,Bangalore,Rocket Internet,Private Equity,"2,000,000"
1164,28/08/2015,RollMafia,Pune,Equentia Natural Resources,Seed Funding,"160,000"
1165,31/08/2015,DropKaffe,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"300,000"
1166,31/08/2015,Reverie,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"4,000,000"
1167,01/07/2015,Cloudcherry Analytics,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"1,000,000"
1168,01/07/2015,HandyHome,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"630,000"
1169,01/07/2015,NxtGen,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"13,500,000"
1170,02/07/2015,BankBazaar,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"60,000,000"
1171,02/07/2015,Gozoomo,Bangalore,SAIF Partners,Private Equity,"5,000,000"
1172,02/07/2015,Zenatix,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"161,000"
1173,03/07/2015,CultureAlley,Jaipur,Tiger Global,Private Equity,"6,500,000"
1174,03/07/2015,Gingercrush,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"1,000,000"
1175,04/07/2015,Stitchwood,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"395,000"
1176,06/07/2015,Paper Boat,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"30,000,000"
1177,07/07/2015,Wudstay,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"3,000,000"
1178,07/07/2015,Liases Foras,New Delhi,DMG information Asia Pacific,Private Equity,"5,000,000"
1179,08/07/2015,Saavn,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"100,000,000"
1180,08/07/2015,Flytxt,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"11,000,000"
1181,08/07/2015,Axtria,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"30,000,000"
1182,08/07/2015,33Coupons,Kanpur,Not Disclosed,Seed Funding,"20,000"
1183,08/07/2015,Hopping Chef,Mumbai,Mirah Hospitality,Seed Funding,"470,000"
1184,08/07/2015,Collectabillia,Bangalore,Accel Partners,Private Equity,"7,500,000"
1185,08/07/2015,Lendingkart,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"10,000,000"
1186,08/07/2015,Lybrate,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"10,200,000"
1187,08/07/2015,Zoomcar,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"11,000,000"
1188,09/7/2015,News in shorts,Noida,Tiger Global,Private Equity,"20,000,000"
1189,09/7/2015,Bluestone,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"16,200,000"
1190,10/7/2015,Infinity Assurance,New Delhi,Indian Angel Network,Seed Funding,"600,000"
1191,10/7/2015,Footprints Education,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"685,000"
1192,10/7/2015,Loylty Rewards,Mumbai,IndianIdeas.com,Private Equity,"19,350,000"
1193,13/7/2015,Ameyo,Gurgaon,Forum Synergies PE Fund,Private Equity,"5,000,000"
1194,13/7/2015,Mamagoto,New Delhi,Goldman Sachs,Private Equity,"10,000,000"
1195,14/7/2015,MySmartPrice,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"10,000,000"
1196,14/7/2015,Boxmyspace,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"300,000"
1197,14/7/2015,HackerRank,Bangalore,HR Technology fund,Private Equity,"7,500,000"
1198,14/7/2015,WickedRide,Bangalore,Undisclosed,Seed Funding,"790,000"
1199,14/7/2015,WoWexpress,Mumbai,Tamarind Family Private Trust,Seed Funding,"500,000"
1200,15/7/2015,Oyo Rooms,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"100,000,000"
1201,15/7/2015,Mobikon,Pune,Jungle Ventures,Private Equity,"2,300,000"
1202,15/7/2015,Roadrunnr,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"11,000,000"
1203,16/7/2015,Ketto,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"700,000"
1204,17/7/2015,QuikWallet,Mumbai,Snow Leopard Technology Ventures,Private Equity,"1,600,000"
1205,17/7/2015,Omnikart,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"100,000"
1206,20/7/2015,Zo Rooms,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"15,000,000"
1207,20/7/2015,Innoviti,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"4,850,000"
1208,21/7/2015,Joy by nature,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"1,000,000"
1209,22/7/2015,Iqlect,Bangalore,Exfinity Venture Partners,Private Equity,"2,000,000"
1210,22/7/2015,deGustibus,Mumbai,India Value Fund Advisors,Private Equity,"30,000,000"
1211,23/7/2015,Nestaway,Bangalore,"Flipkart, Tiger Global",Private Equity,"12,750,000"
1212,23/7/2015,Myonsto,Ahmedabad,Jayant Bokadia,Seed Funding,"320,000"
1213,23/7/2015,MedGenome,Bangalore,Sequoia Capital,Private Equity,"20,000,000"
1214,23/7/2015,HolidayIQ,Bangalore,MakeMyTrip,Private Equity,"15,000,000"
1215,23/7/2015,Fitternity,Mumbai,Exfinity Venture Partners,Private Equity,"1,000,000"
1216,23/7/2015,Quikr,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"60,000,000"
1217,24/7/2015,BroEx,Gurgaon,Lightspeed India,Private Equity,"1,000,000"
1218,25/7/2015,CredR,Mumbai,Fidelity Growth Partners,Private Equity,"15,000,000"
1219,27/7/2015,ManageMySpa,Hyderabad,Accel Partners,Private Equity,"6,000,000"
1220,28/7/2015,Pepperfry,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,"100,000,000"
1221,28/7/2015,Flipkart.com,Bangalore,Steadview Capital and existing investors,Private Equity,"700,000,000"
1222,28/7/2015,Opinio,Bangalore,"Accel Partners, Traxcn Labs & Others",Seed Funding,"1,300,000"
1223,28/7/2015,Zoctr,Mumbai,"Sandeep Parwal, Krishan Gupta & Others",Seed Funding,"1,000,000"
1224,29/7/2015,Zimmber,Mumbai,"IDG Ventures India, Omidyar Network, Sherpalo Ventures,  Mohandas Pai",Private Equity,"2,000,000"
1225,29/7/2015,trueHb,New Delhi,"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others",Seed Funding,"2,400,000"
1226,29/7/2015,Zovi.com / Little App,Bangalore,"Paytm, SAIF Partners,  Tiger Global Management & others",Private Equity,"50,000,000"
1227,29/7/2015,Swajal,Gurgaon,Abhishek Gupta,Private Equity,"1,200,000"
1228,30/7/2015,Pipa Bella,Mumbai,LionRock Capital,Private Equity,"600,000"
1229,30/7/2015,Pragmatix,Mumbai,SIDBI Venture Capital Ltd,Private Equity,"2,400,000"
1230,30/7/2015,Droom.in,New Delhi,"Lightbox Ventures, Beenos",Private Equity,"16,000,000"
1231,30/7/2015,MadRat Games,Bangalore,"Kunal Bahl, Rohit Bansal",Seed Funding,"168,000"
1232,30/7/2015,Noodle Play,Mumbai,"Elliot Stechman, Gautam Sinha, Ambarish Ray",Seed Funding,"168,000"
1233,31/7/2015,LazyLad,Gurgaon,"Jai Choi, Kiyohiro Sugashita, Hirokazu",Private Equity,"500,000"
1234,31/7/2015,Prothom,Pune,Oliphabs Capital,Private Equity,"2,000,000"
1235,31/7/2015,Bona Vita,Gurgaon,MakeMyTrip,Private Equity,"5,000,000"
1236,01/06/2015,Veeba Foods,New Delhi,"DSG Consumer Partners, Saama Capital.",Private Equity,"6,000,000"
1237,01/06/2015,Truebil,Mumbai,"Kae Capital, Anupam Mittal",Seed Funding,"500,000"
1238,01/06/2015,Meritnation,New Delhi,InfoEdge,Private Equity,"4,000,000"
1239,01/06/2015,Eattreatonline,New Delhi,Group of 15 Angel Investors,Seed Funding,"350,000"
1240,01/06/2015,Glamrs,Mumbai,"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri",Private Equity,"1,000,000"
1241,01/06/2015,Proviera,Chennai,Infuse Ventures,Private Equity,"550,000"
1242,01/06/2015,Arth DesignBuild,Hyderabad,Srinivas Tirupati,Seed Funding,"500,000"
1243,02/06/2015,Saama,Pune / US,Carrick Capital Partners,Private Equity,"35,000,000"
1244,02/06/2015,AllIzHealth,Pune,Mumbai Angels & Other angel investors,Seed Funding,"350,000"
1245,03/06/2015,Propstack,Mumbai,DMG Information,Private Equity,"3,000,000"
1246,03/06/2015,MyTaxiIndia,New Delhi,Green House Ventures,Seed Funding,"100,000"
1247,03/06/2015,Arkin Net,Pune / US,Nexus Venture Partners,Private Equity,"15,000,000"
1248,03/06/2015,Little Black Book Delhi,New Delhi,"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra",Seed Funding,"150,000"
1249,03/06/2015,iCustomadeit,Pune,"Virendra Shahney, Dr Paresh Doshi",Seed Funding,"250,000"
1250,04/06/2015,Ecom Express,New Delhi,Warburg Pincus,Private Equity,"137,000,000"
1251,04/06/2015,Vidooly,Noida,Bessemer Venture Partners,Private Equity,"1,000,000"
1252,04/06/2015,Zopper,Mumbai,"Tiger Global,  Nirvana Ventures Advisors",Private Equity,"20,000,000"
1253,04/06/2015,Flipkart,Bangalore,Morgan Stanley,Private Equity,"50,000,000"
1254,05/06/2015,Medwell Ventures,Bangalore,"Fidelity Growth Partners, Fidelity Biosciences",Private Equity,"10,000,000"
1255,05/06/2015,Jugnoo,Chandigarh,"Snow Leopard, Paytm",Private Equity,"5,000,000"
1256,08/06/2015,Applied Solar Technologies,Mumbai,"Future Fund,Bessemer Venture, Capricorn Investment and IFC",Private Equity,"40,000,000"
1257,09/06/2015,Clovia,New Delhi,IvyCap Ventures,Private Equity,"5,000,000"
1258,09/06/2015,Swiggy,Bangalore,"Norwest Venture Partners, SAIF Partners, Accel Partners",Private Equity,"16,500,000"
1259,09/06/2015,PayMango,Gurgaon,Group of Angel Investors,Seed Funding,"234,000"
1260,09/06/2015,Teritree,Bangalore,KCL,Seed Funding,"140,000"
1261,10/06/2015,Voonik,Bangalore,"Sequoia Capital, Seedfund",Private Equity,"5,000,000"
1262,11/06/2015,AdStringO,Mumbai,"Arihant Patni, Vishal Khare,  Viswanath Ramachandran",Seed Funding,"350,000"
1263,11/06/2015,Faircent.com,Gurgaon,M&S Partners Pte. Ltd,Seed Funding,"250,000"
1264,12/06/2015,La Renon,Ahmedabad,Sequoia Capital,Private Equity,"16,000,000"
1265,15/06/2015,Homelane,Bangalore,Sequoia Capital,Private Equity,"50,000,000"
1266,15/06/2015,Shippr,Bangalore,i2india Pvt Ltd,Seed Funding,"500,000"
1267,16/06/2015,CouponRaja,Mumbai,"Mahesh Pratapneni, Pallab Chatterjee & others",Seed Funding,"500,000"
1268,17/06/2015,MyDentist,Mumbai,"LGT Group, Asian Healthcare fund, Seedfund",Private Equity,"8,200,000"
1269,18/06/2015,Fracktal Works,Bangalore,Neoteric Infomatique Limited,Private Equity,"3,000,000"
1270,18/06/2015,Hansa Customer Equity,Mumbai,ASK Pravi,Private Equity,"5,000,000"
